subject_id,epoch_idx,label,State_0_FO,State_1_FO,State_2_FO,State_3_FO,State_4_FO,State_5_FO
sub-03,9,0,0.0005143631690053441,2.5991526066182392e-05,0.0038368873385248446,6.517290376171542e-14,2.1325759436386643e-06,0.9956206253903797
sub-03,10,1,0.001232024189641624,0.28601928494618223,1.5951944239211228e-05,2.940196703893904e-08,7.499560363191569e-07,0.7127319595619394
sub-03,11,0,0.262426862567389,6.720558776865846e-06,0.10473900229497245,5.069830434787614e-17,2.4529026459042763e-05,0.6328028855524133
sub-03,12,0,0.8090898672650074,1.656935744967751e-07,0.0007190740772246657,3.012970349310714e-20,0.011412206793927517,0.17877868617027673
sub-03,13,0,0.02679230021905534,1.1292744232052499e-06,0.00040781561616833447,1.1541767378550891e-17,5.5102561388036424e-08,0.9727986997877907
sub-03,14,1,0.772283538391793,5.805149600743488e-08,4.8960680225993377e-05,7.453912913948833e-21,0.000904560676487941,0.22676288219999383
sub-03,15,0,0.00027158524744564174,0.0002539386580953188,2.351746175871694e-05,4.467237342159111e-12,4.1544294637116205e-08,0.9994509170839473
sub-03,17,0,0.29930992439475906,6.687473525433475e-06,0.00010089171980920446,1.4322095583786713e-14,4.750916152299379e-05,0.7005349872503633
sub-03,19,0,0.11840934593290482,0.10142529797025104,0.0004216032616050188,2.0004764791121532e-07,4.675597321578667e-06,0.7797388771902477
sub-03,20,0,0.024141403372970764,1.002652209217546e-05,0.0076014155863814116,3.799037249094963e-15,0.037368014408884306,0.9308791401096709
sub-03,21,0,0.25287444240714557,2.017151811720845e-06,9.016088538892772e-06,8.191043398442215e-18,7.51740321964358e-05,0.7470393503203017
sub-03,22,0,0.4552475424150429,0.00017981495985084655,0.1328796789021422,4.1198918168518387e-13,0.00016176049519580924,0.4115312032273553
sub-03,24,0,0.007152645404509144,1.4178079755960819e-06,4.627828985925372e-05,1.3683656762558881e-17,4.461432398255989e-08,0.9927996138833275
sub-03,25,0,0.7522347600052767,2.0001004909764587e-07,3.8814333731711535e-05,9.359159471507983e-18,1.0670648272879747e-05,0.24771555500267098
sub-03,26,0,0.04735144369194625,5.0774773417283903e-05,3.476649360989861e-05,1.429958101495298e-12,2.0840026701545806e-07,0.9525628066393232
sub-03,28,0,0.0005005030356608012,2.5495224161833195e-05,0.0004492091413513576,6.914530722860258e-14,2.5655581140295058e-09,0.9990247900331994
sub-03,29,0,7.676955060438147e-06,0.41709277081000956,0.29316647061587264,3.4432490552496763e-07,5.663417607039906e-11,0.28973273723750576
sub-03,30,0,0.24922873093143016,0.005495821074174988,0.22744409758970624,5.884992676438651e-10,2.8425323567390878e-05,0.5178029244926213
sub-03,32,1,0.17832243739093476,1.1178616449562983e-05,0.5256193396303742,1.2125590942696616e-15,8.603527324600561e-05,0.2959610090889686
sub-03,33,0,0.29203465467217027,3.2437428045551054e-06,0.008911924652431019,1.6476433190428777e-17,0.0006808853545903435,0.6983692915780076
sub-03,34,1,0.3191198337020929,3.2448079469049784e-07,0.001140854646868448,9.122599765898051e-20,0.000142266697344232,0.6795967204728984
sub-03,35,0,0.37604019617084256,7.306899232070262e-05,0.001495140747209091,3.200257989713475e-13,0.002075661958154718,0.6203159321311524
sub-03,36,0,0.16565846111004623,1.2228961830001484e-06,0.003538792848738317,1.1272551077560822e-17,1.6058265516749603e-05,0.8307854648795111
sub-03,37,0,0.8980742297963453,2.0361543613750684e-08,0.0004078715614214422,8.771098681898638e-18,0.03363236371539526,0.06788551456528263
sub-03,38,0,0.2928672071775247,1.2451695332832572e-05,0.11855631822216256,3.9353728700479146e-16,7.855897043723068e-05,0.588485463934551
sub-03,39,0,0.057474802173564155,4.423477154334413e-06,9.358174052788811e-05,5.054845415167706e-15,0.018420228316598043,0.9240069642921264
sub-03,41,0,0.004309299072542198,0.0005050985521754969,0.4957275716998726,3.600343251860487e-13,8.822572807991572e-09,0.49945802185247257
sub-03,42,0,0.4439022950816449,6.597742550475705e-07,0.05841957336047728,2.5361965332560637e-19,0.136690055630386,0.36098741615323277
sub-03,43,0,0.38056849471912274,8.665580577745967e-06,0.017464609052090612,1.1854455204817855e-14,0.00018308052040256033,0.6017751501277837
sub-03,44,0,0.5933006319886525,2.2755052280830801e-07,1.7768435255628008e-05,5.506498888953192e-20,0.0007929320729015728,0.40588843995265106
sub-03,45,0,0.2704222680843377,0.04040355562772466,0.06940040114717133,6.437875575069831e-09,7.363281068299118e-06,0.6197664054218236
sub-03,46,1,0.24761132717323478,3.2936191984892374e-06,0.0023822972658116624,4.607473050049538e-17,0.11333177985885563,0.6366713020828952
sub-03,47,0,1.491270675045441e-06,0.4745612813210281,0.25361348247614424,2.0928975517370833e-07,2.9825118293168687e-09,0.27182353265987597
sub-03,48,0,0.4827134084678474,4.544279612622697e-06,0.00042642149006305396,1.95122704300175e-16,0.01651145391874601,0.5003441718437281
sub-03,49,0,0.25523190395869816,8.599938542014753e-06,0.0016102135179800314,1.2754618132139406e-14,1.0210052427364984e-05,0.7431390725323287
sub-03,50,1,0.5372144172863046,6.571439842871973e-07,0.00044485005220706815,7.758663426574439e-19,0.00013290152233642167,0.46220717399519184
sub-03,51,0,0.1483966456711299,8.820172010141286e-06,5.168871403078946e-05,2.2784730214701567e-15,1.4284130996559797e-05,0.8515285613118377
sub-03,52,0,0.001039201537304473,9.611660065716589e-06,0.00042548478289772046,4.128364157574778e-16,1.7598653190712855e-07,0.9985255260332033
sub-03,54,0,0.0006093051283809543,0.8037583538853073,0.00021507534952610487,1.8609184598625998e-05,8.279693295854469e-08,0.1953985736552481
sub-03,55,0,0.060069976149762776,2.222041712387811e-05,8.7944583049046e-05,3.006318508705503e-13,0.0002401323356064045,0.9395797265141534
sub-03,56,0,0.0009348019985597506,5.3497625152828226e-05,5.942767407897072e-05,1.848858705141543e-13,2.6681464676539755e-08,0.9989522460205523
sub-03,57,0,2.2819965141256218e-05,3.3648689466613956e-05,0.00010083777232066385,1.1298958351120533e-13,2.391765818078771e-09,0.9998426911811994
sub-03,58,1,0.22023564413037758,4.588801643630994e-05,0.5383194554425442,2.241349687388121e-14,0.002676610609589179,0.23872240180102905
sub-03,59,0,0.6317691215420271,1.324217763660249e-06,0.002661287432394089,1.0719797179522517e-18,0.027734830489524662,0.33783343631829366
sub-03,60,0,0.8631515192633952,2.8465884367376997e-07,0.00016360841215370538,5.565885958172977e-17,0.011976508475464047,0.12470807919017639
sub-03,61,1,0.4574166893002123,7.278146424064723e-05,0.08817074545506814,7.808616587284004e-13,7.040673000585626e-05,0.4542693770496873
sub-03,62,0,0.1930194387799108,5.120277204265234e-06,0.00448145754534387,7.130526059730432e-17,0.0001591205926946666,0.8023348628048582
sub-03,63,0,0.05471210972378341,0.028288574965452593,0.00011626543062702637,8.819394889606543e-09,1.2542595527714181e-06,0.9168817868011674
sub-03,64,0,0.0013005630992268496,1.8037131916848224e-05,0.1261176489478629,5.8237951270368276e-15,1.9817541972353917e-06,0.8725617690667816
sub-03,65,1,0.715160856385839,3.2744324317640667e-07,8.616698258872176e-05,2.4412109820454285e-19,0.05631142441613894,0.22844122477219161
sub-03,66,0,3.9982532509082844e-07,0.4963688398557359,0.0278545174633433,3.7004532846863723e-06,7.596999093218017e-12,0.47577254239471056
sub-03,67,0,0.052763244365897695,0.0006849580308159414,0.07996817283522054,5.709124638255785e-12,5.035810366478697e-05,0.86653326665869
sub-05,0,0,0.8396342646569589,2.3177414491389223e-09,0.027293256253504178,7.455717337540749e-19,0.13143531352055024,0.001637163251234972
sub-05,2,0,0.3192570095427266,2.679378559345878e-09,0.018065733614577435,4.2322915202183964e-23,0.6502615367503856,0.01241571741293127
sub-05,3,0,0.2546350064854697,1.4192859735768454e-09,0.00031277143239437106,1.0655478962905402e-18,0.7447366451943006,0.0003155754685493475
sub-05,4,1,0.8145719498609065,4.886004902192669e-13,3.724690842801786e-05,4.933059813989524e-28,0.1853325694485492,5.8233781632471675e-05
sub-05,5,0,0.6924605976971471,4.4231828152532506e-11,7.612101972492247e-05,9.658292821317204e-25,0.3071371731661637,0.00032610807273773427
sub-05,6,0,0.7306269602203239,2.8936501616245773e-10,0.00018463811333692168,1.3532917260408997e-21,0.2681808283520199,0.0010075730249519805
sub-05,8,0,0.8851214453319693,2.006774321026248e-12,3.5775568310757445e-05,2.133969408190332e-27,0.11474319573664948,9.958336106320074e-05
sub-05,9,1,0.017814565573391658,5.039166432490585e-09,0.00027207786489408237,5.433599347064061e-18,0.9819019475344741,1.1403988075216092e-05
sub-05,10,0,0.7293084279399561,2.1649997376884728e-05,0.0009208920714219764,3.31898294137925e-15,0.014562693845920583,0.2551863361453265
sub-05,11,1,0.7825892284884741,1.24592362406534e-12,4.320178592148124e-05,3.0483498892818293e-27,0.217239324227619,0.0001282454967340433
sub-05,12,0,0.5013150735597371,2.5010790490872557e-08,0.011582568408198055,2.2651973447229103e-19,0.47154370730207323,0.015558625719203995
sub-05,13,0,0.5116801429121737,1.7629295546050087e-07,0.20608946409586743,2.1235196457262658e-18,0.280596539173245,0.0016336775257527478
sub-05,14,0,0.5689058035814777,2.43473766787837e-08,0.09262386256908245,1.030472000063697e-21,0.2948139672255714,0.04365634227648474
sub-05,15,0,0.29801192143553706,7.062611098595264e-09,0.19744907581524326,2.9308924390609128e-18,0.5040488439004083,0.000490151786198732
sub-05,16,0,0.6384828839892683,3.08977191468173e-08,0.23630688594854798,7.817561133367031e-20,0.1236324921830316,0.0015777069814280978
sub-05,17,0,1.7284089397001417e-16,0.8824934730445291,0.11670010553898444,1.3587910005745124e-06,2.4852171984098373e-29,0.0008050626254847334
sub-05,18,0,0.5864575345426033,7.578047951444497e-10,0.00010232477080585547,2.1499419445633097e-19,0.41333343805877987,0.00010670187000156572
sub-05,19,0,0.9618714131960707,3.649874879756042e-12,2.167712980971492e-05,6.124005239400863e-22,0.03791101941349691,0.00019589025697525596
sub-05,20,0,0.019582587723270185,4.4506781100185145e-13,1.1087420637355848e-05,1.1387494444638715e-27,0.9804018021799452,4.522675700695122e-06
sub-05,21,0,0.2906999169553696,1.4835697273602082e-06,0.48144226359641806,3.273083016446773e-17,0.22766647347305924,0.00018986240541745176
sub-05,23,0,0.6717514616418895,2.961736694043204e-06,0.007236100587510632,1.0650562428809063e-17,0.13190370933865642,0.1891057666952491
sub-05,24,0,0.39483253729283907,3.2456802533235625e-10,2.668315641873852e-05,1.5502204961467805e-19,0.6050589618433665,8.181738280318754e-05
sub-05,25,0,0.5058698133571732,2.5761828736690163e-10,0.00034749975349890425,6.22939673128171e-22,0.4930954225943829,0.000687264037326286
sub-05,26,0,0.6147330616762825,5.376154920379506e-07,0.006088446873746857,1.9383861737755082e-15,0.3756961961874905,0.0034817576469838127
sub-05,27,0,0.5883979552166014,4.370827310254587e-12,9.636728044154842e-05,7.856877447348065e-26,0.41137645363530867,0.0001292238632760107
sub-05,28,0,0.22611071044400363,6.308029164172037e-12,3.419659170585519e-05,1.5608165378787296e-21,0.7738166042771457,3.848868084132898e-05
sub-05,30,0,0.6222579097400956,8.967706147916996e-05,2.982534981777831e-05,1.571084075285709e-13,0.03068580439791422,0.34693678345053425
sub-05,32,0,0.7025863902585286,8.371019794787377e-10,9.788158076070229e-05,5.906794835478194e-19,0.29690601896234103,0.00040970836127053226
sub-05,33,0,1.8956787191987198e-17,0.8869637333794893,0.11302964950552674,3.2921809282745546e-06,4.581885563169374e-19,3.3249340534804992e-06
sub-05,34,0,0.38451635205180446,7.406447033129931e-10,0.00025258359281632263,8.652924290798354e-23,0.6144359041659299,0.0007951594487937116
sub-05,35,1,1.7068126814228974e-06,0.5623500839371426,0.4376248585789459,2.8147722321144908e-08,2.7144987633995898e-06,2.060802474612753e-05
sub-05,36,0,0.9931770364857972,6.563756298021264e-10,3.185242779689391e-05,1.1797118141770753e-22,0.0057891232950654905,0.001001987134968915
sub-05,37,0,0.9776666246923856,1.0574647208024558e-13,9.964152554964124e-06,3.3608518643727295e-28,0.02226956070177842,5.385045317885482e-05
sub-05,38,1,0.8297186532779071,5.3295054584420326e-11,4.8182567626691195e-05,1.0897739522383311e-24,0.16980287930992388,0.0004302847912463055
sub-05,39,0,0.4304721655209304,1.6303473850504623e-08,0.0017513469734446402,1.9225610813511765e-21,0.5486662568277015,0.01911021437444413
sub-05,40,0,0.6386891661033299,2.8856427655773685e-09,0.0002532125653975477,3.5768003444722924e-22,0.35868838999885416,0.0023692284467735835
sub-05,41,0,0.15412925769968228,1.713328905411864e-12,1.978617412187128e-05,2.6973823445232913e-27,0.8458344940758835,1.6462048594774203e-05
sub-05,42,1,0.912568895323616,8.845641450319255e-10,0.00034057066706020655,1.0236748384570751e-19,0.0854678573689759,0.0016226757557853899
sub-05,43,0,0.004815634952626761,1.0524488717227485e-05,0.955283040557881,7.672670816849772e-16,0.008729511876090843,0.031161288124683172
sub-05,44,0,0.8954898077061303,9.610703037972658e-09,0.009216644956595946,1.1445402944697047e-17,0.0942578255252492,0.0010357122013255067
sub-05,45,0,0.169150418199547,3.8503613872325104e-05,0.7029072877364928,1.1468858515580211e-15,0.0016884632568046818,0.12621532719327122
sub-05,46,0,0.9281323237828868,9.140008738283244e-08,0.0006810997198731631,5.217674791823849e-20,0.015997230775119362,0.05518925432204587
sub-05,47,0,0.9021068665172312,1.4348507753315359e-10,4.97124374389792e-05,1.0781528160186149e-20,0.0974772211670543,0.00036619973478964346
sub-05,48,0,0.8692478535880958,6.967665082088546e-10,5.3885930374988025e-05,2.924052310877257e-19,0.12959768936061608,0.0011005704241479246
sub-05,49,0,0.8236048554926947,5.065291816349092e-09,2.9180390397591325e-05,9.475906946198692e-22,0.16747410703887974,0.008891852012746069
sub-05,50,0,0.15532066480615853,1.5868268836514093e-05,0.041765644243199104,5.697382974527806e-16,0.10940081970857253,0.6934970029732472
sub-05,52,0,0.3377105685768469,0.11127041806395778,0.49918977649743945,8.9257007400959e-09,0.000134882103006211,0.051694345833042395
sub-05,53,0,3.0146819020754686e-12,0.9940189041205864,0.005608420096834984,1.0206201987889536e-06,1.306573328259569e-19,0.00037165515937322217
sub-05,54,0,0.2984198781192689,0.0001363619309091529,0.03468137720287711,1.0036012995367025e-13,0.19119903870313995,0.4755633440437017
sub-05,55,0,0.7786113214995167,2.899467548009882e-10,0.0006330967115013675,1.778960848614067e-23,0.22030133434505586,0.00045424715398209727
sub-05,56,0,0.7367735185007116,9.135449685642927e-10,0.00013069723401347105,6.026899001254428e-19,0.2623755317967567,0.00072025155496685
sub-05,57,0,0.9054543885800909,1.7749983058077252e-11,5.304640490736274e-05,3.0720964289622823e-25,0.09418543584247467,0.000307129154781482
sub-05,58,1,0.9936029509593307,2.304596807795972e-09,0.00015794856267789862,6.721291064925312e-22,0.0029886531425478728,0.0032504450308544048
sub-05,59,0,0.501454422075683,7.68984994423585e-12,1.7154589970722668e-05,8.165173702731038e-26,0.49847423744324876,5.4185883410469624e-05
sub-05,60,0,0.5047579710246652,2.9849946649251356e-07,0.03765147302394768,1.583658977337427e-16,0.3810434065007526,0.07654685095116895
sub-05,61,0,3.6435102366745693e-38,0.16001786900869538,4.51266941389433e-16,0.8399821299117024,2.38273219274408e-43,1.0796005777337745e-09
sub-05,62,0,0.5055889826776151,0.00015288531119767628,0.2287763240832602,3.611338177827477e-15,0.0727944428546242,0.1926873650733022
sub-05,63,0,0.7551421176884535,8.650738936483014e-08,0.08010904066636541,7.06989241587338e-21,0.08803033425955303,0.07671842087823773
sub-05,64,0,0.7052550593646485,2.547546458610468e-11,3.485761038597383e-05,9.416397902255777e-25,0.2944789161848192,0.00023116681466716553
sub-05,65,0,0.5283332183562722,7.811636340934344e-11,2.4047700313362678e-05,1.2408019084184063e-24,0.47086767730996076,0.0007750565553404652
sub-05,66,0,0.8814443010145996,6.704893891144902e-08,0.0006799526195718702,6.423019670086125e-20,0.07820558257328276,0.039670096743603035
sub-05,68,0,1.074795520706802e-30,0.3377646413819799,8.823214406768595e-15,0.6622353584882589,2.9764091862509412e-30,1.2976048142340567e-10
sub-05,69,0,0.040564407220213136,0.4964789177681074,0.1732323247045478,2.4681700195767953e-06,0.010370379424562043,0.27935150271255177
